customer_id,age,city,area,occupation,income_band,preferred_cuisine,secondary_cuisine,dietary_preference,avg_order_value,orders_per_month,preferred_order_time,weekend_order_share,discount_sensitivity,rating_tendency,new_restaurant_affinity,restaurant_loyalty,healthy_food_affinity,spicy_food_affinity,premium_affinity,customer_segment
C0290,44,Mumbai,Andheri,IT/Tech,3-6L,Desserts,Maharashtrian,No Preference,340.0,9,Late Night,0.54,0.58,0.94,0.33,0.39,0.53,0.76,0.43,Food Explorer
C0291,42,Mumbai,Bandra,Other,3-6L,Desserts,South Indian,High-Protein,261.0,3,Evening Snack,0.4,0.64,0.59,0.83,0.21,0.39,0.37,0.61,Budget Explorer
C0292,43,Bengaluru,Koramangala,Healthcare,10-20L,Burgers,Desserts,Vegetarian,674.0,6,Dinner,0.4,0.3,0.36,0.68,0.65,0.9,0.7,0.12,Health Conscious
C0293,43,Delhi,Connaught Place,IT/Tech,<3L,Italian,Maharashtrian,No Preference,317.0,8,Dinner,0.46,0.95,0.41,0.59,0.21,0.89,0.43,0.24,Budget Explorer
C0294,46,Bengaluru,Whitefield,Finance,<3L,South Indian,North Indian,No Preference,432.0,5,Evening Snack,0.67,0.41,0.64,0.88,0.56,0.33,0.48,0.87,Food Explorer
C0295,29,Kolkata,Salt Lake,Other,6-10L,Desserts,Cafe,High-Protein,443.0,8,Dinner,0.46,0.66,0.54,0.38,0.55,0.78,0.48,0.36,Health Conscious
C0296,27,Bengaluru,Koramangala,Healthcare,<3L,Healthy,South Indian,No Preference,259.0,7,Dinner,0.47,0.7,0.65,0.7,0.37,0.75,0.78,0.56,Budget Explorer
C0297,53,Mumbai,Andheri,Government,3-6L,Healthy,Thai,No Preference,408.0,7,Lunch,0.58,0.67,0.85,0.28,0.21,0.63,0.54,0.73,Food Explorer
C0298,36,Bengaluru,Koramangala,Engineering,10-20L,Thai,Biryani,High-Protein,674.0,3,Lunch,0.23,0.24,0.62,0.46,0.68,0.52,0.37,0.18,Food Explorer
C0299,19,Kolkata,Salt Lake,Finance,20L+,Pizza,Burgers,No Preference,1051.0,9,Dinner,0.59,0.34,0.44,0.49,0.41,0.36,0.78,0.9,Food Explorer
C0300,20,Hyderabad,Hitech City,Government,<3L,South Indian,North Indian,No Preference,318.0,7,Dinner,0.19,0.53,0.47,0.77,0.76,0.8,0.2,0.7,Health Conscious
C0301,42,Bengaluru,Indiranagar,Marketing,3-6L,North Indian,Pizza,Vegetarian,326.0,9,Breakfast,0.46,0.94,0.63,0.65,0.38,0.37,0.63,0.09,Budget Explorer
C0302,51,Kolkata,Salt Lake,IT/Tech,3-6L,Desserts,Pizza,No Preference,371.0,7,Breakfast,0.67,0.32,0.42,0.61,0.39,0.24,0.33,0.15,Food Explorer
C0303,18,Bengaluru,Indiranagar,Student,6-10L,Cafe,Italian,Vegetarian,537.0,3,Lunch,0.37,0.22,0.44,0.17,0.61,0.89,0.95,0.58,Health Conscious
C0304,40,Mumbai,Powai,Finance,6-10L,Chinese,Biryani,Vegetarian,684.0,6,Evening Snack,0.74,0.78,0.8,0.74,0.48,0.26,0.69,0.35,Food Explorer
C0305,34,Delhi,Saket,Student,6-10L,Italian,Maharashtrian,No Preference,543.0,5,Dinner,0.26,0.3,0.56,0.69,0.36,0.81,0.88,0.52,Food Explorer
C0306,51,Mumbai,Bandra,Finance,6-10L,Pizza,Maharashtrian,No Preference,590.0,7,Breakfast,0.62,0.55,0.79,0.81,0.61,0.41,0.63,0.32,Food Explorer
C0307,52,Mumbai,Bandra,Entrepreneur,3-6L,Desserts,Italian,Vegan,415.0,4,Lunch,0.52,0.41,0.73,0.19,0.54,0.16,0.81,0.16,Food Explorer
C0308,30,Mumbai,Powai,IT/Tech,6-10L,Chinese,North Indian,Vegetarian,616.0,9,Dinner,0.54,0.57,0.77,0.3,0.42,0.62,0.16,0.84,Food Explorer
C0309,49,Delhi,Dwarka,IT/Tech,6-10L,Desserts,North Indian,No Preference,486.0,7,Dinner,0.64,0.79,0.38,0.59,0.55,0.72,0.81,0.12,Food Explorer
C0310,51,Delhi,Dwarka,IT/Tech,<3L,Biryani,Maharashtrian,No Preference,395.0,9,Lunch,0.47,0.35,0.73,0.24,0.71,0.45,0.19,0.59,Convenience Seeker
C0311,47,Pune,Kothrud,Entrepreneur,10-20L,South Indian,Biryani,Vegetarian,626.0,3,Late Night,0.35,0.28,0.95,0.45,0.41,0.37,0.94,0.33,Food Explorer
C0312,44,Pune,Kothrud,Entrepreneur,10-20L,Burgers,Desserts,No Preference,568.0,6,Late Night,0.28,0.76,0.91,0.3,0.87,0.48,0.44,0.67,Convenience Seeker
C0313,19,Bengaluru,Whitefield,Engineering,<3L,Pizza,North Indian,No Preference,211.0,2,Lunch,0.28,0.4,0.81,0.85,0.77,0.88,0.53,0.54,Health Conscious
C0314,27,Ahmedabad,Navrangpura,IT/Tech,<3L,Burgers,South Indian,No Preference,233.0,2,Evening Snack,0.68,0.35,0.5,0.34,0.58,0.58,0.28,0.12,Food Explorer
C0315,48,Pune,Hinjewadi,Finance,6-10L,Cafe,Maharashtrian,Jain,608.0,6,Breakfast,0.51,0.39,0.79,0.56,0.21,0.15,0.76,0.35,Food Explorer
C0316,44,Hyderabad,Banjara Hills,IT/Tech,10-20L,Biryani,Cafe,Jain,642.0,6,Breakfast,0.53,0.66,0.38,0.52,0.39,0.58,0.38,0.64,Food Explorer
C0317,21,Delhi,Saket,Entrepreneur,20L+,Maharashtrian,Desserts,Vegetarian,960.0,9,Lunch,0.41,0.78,0.44,0.37,0.51,0.73,0.57,0.27,Health Conscious
C0318,50,Pune,Viman Nagar,Entrepreneur,10-20L,South Indian,Biryani,Vegetarian,635.0,2,Lunch,0.44,0.67,0.47,0.59,0.7,0.31,0.16,0.71,Food Explorer
C0319,54,Pune,Hinjewadi,IT/Tech,<3L,Thai,Italian,No Preference,252.0,4,Lunch,0.34,0.63,0.36,0.34,0.89,0.62,0.94,0.43,Food Explorer
C0320,46,Delhi,Saket,Student,10-20L,Biryani,Pizza,Vegetarian,715.0,5,Lunch,0.6,0.83,0.42,0.14,0.86,0.89,0.84,0.75,Health Conscious
C0321,39,Mumbai,Andheri,IT/Tech,3-6L,Italian,North Indian,No Preference,532.0,2,Late Night,0.28,0.59,0.8,0.54,0.62,0.94,0.69,0.62,Food Explorer
C0322,55,Pune,Viman Nagar,Engineering,<3L,South Indian,North Indian,No Preference,251.0,7,Late Night,0.31,0.52,0.92,0.15,0.65,0.66,0.88,0.36,Food Explorer
C0323,19,Mumbai,Lower Parel,Healthcare,10-20L,Desserts,Thai,No Preference,771.0,6,Dinner,0.46,0.72,0.89,0.49,0.6,0.17,0.27,0.87,Food Explorer
C0324,19,Kolkata,Salt Lake,Student,3-6L,Healthy,Pizza,No Preference,403.0,3,Dinner,0.6,0.16,0.76,0.38,0.38,0.95,0.93,0.28,Food Explorer
C0325,34,Mumbai,Powai,Entrepreneur,10-20L,North Indian,Maharashtrian,Low-Calorie,530.0,4,Lunch,0.24,0.87,0.74,0.17,0.44,0.92,0.62,0.58,Health Conscious
C0326,44,Bengaluru,Indiranagar,Consulting,6-10L,Thai,Pizza,High-Protein,435.0,9,Evening Snack,0.42,0.26,0.74,0.56,0.66,0.27,0.22,0.64,Food Explorer
C0327,26,Chennai,Anna Nagar,Entrepreneur,20L+,South Indian,Cafe,Low-Calorie,1100.0,10,Lunch,0.34,0.6,0.92,0.19,0.39,0.85,0.72,0.7,Health Conscious
C0328,44,Hyderabad,Banjara Hills,Healthcare,6-10L,Desserts,Pizza,No Preference,433.0,6,Lunch,0.21,0.3,0.81,0.59,0.35,0.58,0.3,0.25,Food Explorer
C0329,40,Mumbai,Andheri,IT/Tech,6-10L,Italian,South Indian,Vegetarian,469.0,2,Late Night,0.43,0.67,0.46,0.41,0.51,0.24,0.29,0.4,Food Explorer
C0330,35,Mumbai,Andheri,Entrepreneur,3-6L,Desserts,Biryani,Vegan,458.0,5,Breakfast,0.26,0.91,0.61,0.59,0.67,0.84,0.85,0.41,Health Conscious
C0331,42,Mumbai,Powai,Government,3-6L,Cafe,Maharashtrian,Vegetarian,491.0,7,Late Night,0.53,0.71,0.37,0.19,0.49,0.85,0.85,0.26,Health Conscious
C0332,43,Kolkata,Salt Lake,Student,6-10L,Healthy,Cafe,Low-Calorie,382.0,4,Lunch,0.32,0.47,0.53,0.76,0.5,0.46,0.62,0.1,Food Explorer
C0333,27,Chennai,Anna Nagar,Marketing,10-20L,Italian,Chinese,Vegetarian,656.0,3,Breakfast,0.26,0.62,0.89,0.54,0.44,0.37,0.12,0.44,Food Explorer
C0334,47,Delhi,Dwarka,IT/Tech,3-6L,Cafe,Desserts,High-Protein,369.0,4,Lunch,0.58,0.25,0.42,0.46,0.42,0.55,0.43,0.72,Food Explorer
C0335,28,Chennai,Anna Nagar,Entrepreneur,6-10L,North Indian,Biryani,High-Protein,491.0,9,Late Night,0.67,0.84,0.45,0.22,0.73,0.14,0.36,0.67,Food Explorer
C0336,36,Hyderabad,Hitech City,Finance,<3L,South Indian,Pizza,No Preference,323.0,8,Evening Snack,0.16,0.55,0.65,0.75,0.61,0.52,0.28,0.61,Budget Explorer
C0337,44,Hyderabad,Hitech City,Marketing,<3L,Maharashtrian,North Indian,No Preference,221.0,3,Late Night,0.32,0.65,0.84,0.27,0.29,0.15,0.4,0.17,Food Explorer
C0338,54,Mumbai,Powai,Other,3-6L,Chinese,North Indian,No Preference,318.0,6,Lunch,0.25,0.38,0.75,0.66,0.58,0.58,0.92,0.69,Food Explorer
C0339,20,Pune,Kothrud,IT/Tech,10-20L,Burgers,Thai,High-Protein,679.0,8,Breakfast,0.61,0.82,0.39,0.48,0.24,0.83,0.38,0.4,Health Conscious
C0340,31,Delhi,Dwarka,Other,<3L,Maharashtrian,Cafe,Vegetarian,533.0,4,Breakfast,0.44,0.7,0.91,0.89,0.37,0.62,0.37,0.5,Food Explorer
C0341,26,Pune,Kothrud,Other,6-10L,Healthy,Cafe,Vegetarian,527.0,6,Lunch,0.68,0.34,0.52,0.25,0.24,0.5,0.78,0.68,Food Explorer
C0342,44,Delhi,Dwarka,Entrepreneur,<3L,Burgers,Maharashtrian,Jain,477.0,9,Lunch,0.16,0.31,0.52,0.73,0.38,0.53,0.38,0.06,Food Explorer
C0343,39,Pune,Hinjewadi,Entrepreneur,6-10L,Maharashtrian,North Indian,Jain,409.0,11,Lunch,0.35,0.42,0.75,0.83,0.75,0.65,0.51,0.58,Food Explorer
C0344,39,Kolkata,Salt Lake,Marketing,10-20L,Thai,North Indian,Jain,635.0,6,Evening Snack,0.49,0.69,0.68,0.11,0.58,0.38,0.88,0.73,Food Explorer
C0345,27,Mumbai,Bandra,Healthcare,10-20L,Burgers,Italian,Vegetarian,686.0,4,Lunch,0.49,0.46,0.71,0.79,0.71,0.7,0.37,0.08,Food Explorer
C0346,23,Hyderabad,Banjara Hills,Marketing,10-20L,Burgers,Healthy,Jain,800.0,6,Evening Snack,0.28,0.39,0.42,0.73,0.73,0.88,0.48,0.07,Health Conscious
C0347,50,Chennai,T Nagar,Finance,3-6L,Italian,Maharashtrian,No Preference,495.0,4,Evening Snack,0.24,0.85,0.84,0.85,0.66,0.21,0.72,0.44,Food Explorer
C0348,25,Chennai,Anna Nagar,Student,3-6L,North Indian,Cafe,Jain,327.0,5,Breakfast,0.35,0.86,0.41,0.71,0.71,0.12,0.74,0.59,Budget Explorer
C0349,38,Delhi,Dwarka,Consulting,3-6L,Pizza,Maharashtrian,No Preference,453.0,9,Dinner,0.55,0.37,0.44,0.19,0.87,0.58,0.19,0.51,Food Explorer
C0350,38,Kolkata,Salt Lake,Healthcare,<3L,Cafe,Pizza,Vegetarian,352.0,4,Lunch,0.19,0.64,0.55,0.45,0.25,0.5,0.67,0.14,Food Explorer
C0351,23,Mumbai,Powai,Entrepreneur,3-6L,Cafe,Maharashtrian,High-Protein,361.0,4,Dinner,0.52,0.4,0.84,0.67,0.65,0.55,0.93,0.69,Food Explorer
C0352,54,Hyderabad,Hitech City,Finance,<3L,Cafe,Italian,No Preference,245.0,5,Evening Snack,0.56,0.72,0.63,0.29,0.32,0.83,0.62,0.83,Food Explorer
C0353,29,Pune,Viman Nagar,Government,10-20L,Burgers,Healthy,Vegetarian,766.0,2,Breakfast,0.44,0.43,0.63,0.24,0.73,0.61,0.21,0.14,Food Explorer
C0354,38,Mumbai,Lower Parel,Engineering,6-10L,Pizza,Maharashtrian,Vegetarian,594.0,5,Late Night,0.4,0.65,0.68,0.88,0.44,0.39,0.79,0.55,Food Explorer
C0355,54,Hyderabad,Banjara Hills,Government,6-10L,Biryani,South Indian,Vegetarian,485.0,8,Breakfast,0.59,0.72,0.85,0.19,0.6,0.38,0.18,0.43,Food Explorer
C0356,43,Bengaluru,Whitefield,IT/Tech,6-10L,Desserts,Maharashtrian,Vegan,570.0,7,Dinner,0.35,0.67,0.39,0.27,0.25,0.59,0.74,0.74,Food Explorer
C0357,27,Delhi,Saket,Marketing,6-10L,Thai,Desserts,Vegetarian,521.0,7,Lunch,0.27,0.85,0.53,0.74,0.66,0.88,0.9,0.66,Health Conscious
C0358,23,Pune,Kothrud,Other,<3L,Healthy,Thai,Jain,251.0,5,Evening Snack,0.19,0.87,0.93,0.1,0.57,0.93,0.19,0.29,Health Conscious
C0359,33,Mumbai,Andheri,Entrepreneur,6-10L,Thai,Cafe,No Preference,448.0,3,Dinner,0.39,0.5,0.48,0.24,0.25,0.57,0.82,0.36,Food Explorer
C0360,27,Hyderabad,Banjara Hills,Healthcare,20L+,Desserts,South Indian,No Preference,1015.0,3,Breakfast,0.54,0.27,0.88,0.63,0.88,0.22,0.22,0.74,Food Explorer
C0361,45,Hyderabad,Hitech City,Other,3-6L,Healthy,Thai,Vegetarian,347.0,2,Dinner,0.38,0.33,0.6,0.11,0.52,0.72,0.71,0.28,Health Conscious
C0362,54,Kolkata,Salt Lake,Government,<3L,North Indian,Desserts,Vegetarian,316.0,4,Evening Snack,0.22,0.54,0.76,0.21,0.7,0.94,0.94,0.71,Convenience Seeker
C0363,51,Hyderabad,Hitech City,IT/Tech,6-10L,Maharashtrian,Chinese,No Preference,365.0,9,Breakfast,0.56,0.58,0.7,0.59,0.83,0.55,0.11,0.44,Budget Explorer
C0364,54,Chennai,T Nagar,Government,3-6L,Pizza,Burgers,No Preference,298.0,6,Late Night,0.6,0.73,0.69,0.15,0.5,0.24,0.14,0.89,Food Explorer
C0365,36,Mumbai,Andheri,Marketing,<3L,Healthy,Chinese,High-Protein,352.0,9,Evening Snack,0.3,0.64,0.52,0.31,0.71,0.61,0.87,0.68,Food Explorer
C0366,41,Hyderabad,Hitech City,Finance,3-6L,Cafe,Biryani,Vegetarian,298.0,5,Late Night,0.67,0.42,0.4,0.22,0.85,0.23,0.52,0.89,Food Explorer
C0367,33,Pune,Viman Nagar,Marketing,6-10L,South Indian,Pizza,Vegetarian,356.0,4,Evening Snack,0.18,0.36,0.84,0.14,0.5,0.5,0.5,0.86,Food Explorer
C0368,32,Kolkata,Salt Lake,Entrepreneur,6-10L,Thai,Healthy,No Preference,479.0,8,Late Night,0.67,0.16,0.91,0.46,0.66,0.92,0.68,0.08,Food Explorer
C0369,40,Kolkata,Salt Lake,Entrepreneur,6-10L,Desserts,Pizza,No Preference,597.0,5,Evening Snack,0.63,0.35,0.7,0.47,0.66,0.31,0.67,0.7,Food Explorer
C0370,39,Chennai,Anna Nagar,Finance,3-6L,North Indian,Cafe,No Preference,540.0,7,Breakfast,0.16,0.23,0.41,0.46,0.31,0.34,0.26,0.07,Food Explorer
C0371,21,Mumbai,Bandra,Other,6-10L,Biryani,Desserts,Vegetarian,326.0,3,Breakfast,0.2,0.63,0.58,0.71,0.64,0.78,0.26,0.14,Budget Explorer
C0372,34,Delhi,Connaught Place,Healthcare,6-10L,Chinese,Cafe,Vegetarian,512.0,2,Evening Snack,0.61,0.7,0.75,0.72,0.34,0.76,0.34,0.1,Health Conscious
C0373,39,Pune,Viman Nagar,Student,3-6L,Pizza,South Indian,No Preference,357.0,5,Dinner,0.74,0.31,0.59,0.62,0.23,0.56,0.47,0.57,Food Explorer
C0374,46,Mumbai,Lower Parel,Healthcare,<3L,Chinese,South Indian,Vegetarian,201.0,10,Evening Snack,0.62,0.17,0.65,0.62,0.15,0.13,0.43,0.18,Food Explorer
C0375,43,Pune,Hinjewadi,Other,<3L,Cafe,Italian,Vegetarian,276.0,2,Dinner,0.66,0.77,0.82,0.53,0.15,0.91,0.8,0.46,Health Conscious
C0376,52,Ahmedabad,Navrangpura,Government,3-6L,Pizza,Italian,No Preference,399.0,6,Breakfast,0.37,0.83,0.55,0.77,0.72,0.35,0.27,0.52,Budget Explorer
C0377,30,Pune,Viman Nagar,Healthcare,6-10L,Chinese,Cafe,Vegetarian,599.0,7,Dinner,0.2,0.66,0.79,0.21,0.29,0.71,0.6,0.47,Food Explorer
C0378,52,Mumbai,Bandra,Healthcare,6-10L,Italian,North Indian,No Preference,365.0,4,Breakfast,0.35,0.73,0.59,0.27,0.64,0.54,0.9,0.79,Food Explorer
C0379,27,Kolkata,Salt Lake,Other,3-6L,Chinese,North Indian,Vegetarian,370.0,10,Dinner,0.54,0.53,0.9,0.14,0.68,0.21,0.25,0.09,Convenience Seeker
C0380,24,Bengaluru,Whitefield,Marketing,6-10L,Maharashtrian,Chinese,Jain,336.0,4,Breakfast,0.22,0.63,0.72,0.15,0.3,0.39,0.81,0.68,Food Explorer
C0381,38,Pune,Viman Nagar,IT/Tech,20L+,Maharashtrian,Healthy,No Preference,1128.0,7,Lunch,0.61,0.62,0.55,0.2,0.26,0.45,0.69,0.52,Food Explorer
C0382,33,Hyderabad,Hitech City,Other,<3L,Chinese,Cafe,Vegetarian,356.0,7,Lunch,0.16,0.54,0.35,0.24,0.22,0.65,0.85,0.4,Food Explorer
C0383,26,Chennai,T Nagar,Consulting,<3L,Pizza,Maharashtrian,Vegetarian,216.0,6,Lunch,0.71,0.64,0.37,0.24,0.52,0.91,0.63,0.72,Health Conscious
C0384,44,Pune,Kothrud,Student,6-10L,Biryani,Chinese,Low-Calorie,709.0,5,Breakfast,0.52,0.84,0.94,0.51,0.5,0.63,0.28,0.1,Food Explorer
C0385,27,Mumbai,Lower Parel,Marketing,6-10L,South Indian,Cafe,High-Protein,444.0,4,Breakfast,0.54,0.38,0.61,0.37,0.75,0.74,0.14,0.68,Health Conscious
C0386,29,Kolkata,Salt Lake,Finance,10-20L,Italian,Maharashtrian,No Preference,692.0,13,Lunch,0.58,0.62,0.55,0.26,0.66,0.38,0.76,0.33,Food Explorer
C0387,33,Mumbai,Lower Parel,Entrepreneur,10-20L,Thai,Biryani,No Preference,902.0,5,Late Night,0.44,0.86,0.44,0.84,0.49,0.43,0.22,0.66,Food Explorer
C0388,35,Pune,Kothrud,Consulting,3-6L,North Indian,Desserts,No Preference,244.0,10,Lunch,0.22,0.52,0.6,0.71,0.31,0.35,0.23,0.73,Food Explorer
C0389,54,Delhi,Connaught Place,Engineering,10-20L,Chinese,Italian,High-Protein,839.0,5,Dinner,0.67,0.32,0.63,0.47,0.16,0.46,0.84,0.26,Food Explorer
C0390,55,Hyderabad,Banjara Hills,Consulting,10-20L,Maharashtrian,South Indian,High-Protein,818.0,2,Breakfast,0.4,0.19,0.94,0.69,0.53,0.46,0.44,0.74,Food Explorer
C0391,46,Mumbai,Lower Parel,Marketing,3-6L,Healthy,North Indian,Vegetarian,255.0,6,Dinner,0.72,0.26,0.53,0.62,0.22,0.51,0.36,0.65,Food Explorer
C0392,55,Ahmedabad,Navrangpura,Student,20L+,Italian,South Indian,High-Protein,1060.0,5,Dinner,0.26,0.85,0.73,0.66,0.15,0.63,0.43,0.64,Food Explorer
C0393,20,Chennai,Anna Nagar,Healthcare,3-6L,Pizza,Desserts,Vegetarian,246.0,9,Lunch,0.62,0.21,0.88,0.69,0.19,0.9,0.67,0.8,Health Conscious
C0394,42,Mumbai,Lower Parel,Government,6-10L,North Indian,Thai,No Preference,340.0,5,Late Night,0.57,0.6,0.81,0.21,0.4,0.56,0.65,0.68,Food Explorer
C0395,31,Ahmedabad,Navrangpura,Consulting,3-6L,Pizza,Maharashtrian,Vegetarian,227.0,2,Evening Snack,0.18,0.45,0.62,0.5,0.77,0.5,0.55,0.75,Food Explorer
C0396,46,Bengaluru,Whitefield,Other,3-6L,Desserts,Chinese,No Preference,383.0,7,Dinner,0.2,0.46,0.46,0.87,0.21,0.24,0.2,0.18,Food Explorer
C0397,31,Delhi,Saket,Engineering,20L+,North Indian,Burgers,No Preference,1162.0,9,Late Night,0.71,0.53,0.6,0.69,0.17,0.26,0.12,0.73,Food Explorer
C0398,39,Chennai,Anna Nagar,Entrepreneur,6-10L,Desserts,Cafe,Vegan,510.0,5,Dinner,0.51,0.71,0.86,0.46,0.38,0.21,0.77,0.2,Food Explorer
C0399,32,Bengaluru,Koramangala,Marketing,3-6L,Pizza,North Indian,No Preference,150.0,9,Evening Snack,0.42,0.28,0.9,0.67,0.36,0.93,0.81,0.64,Food Explorer
C0400,28,Delhi,Saket,Consulting,<3L,Burgers,Desserts,No Preference,320.0,3,Evening Snack,0.37,0.31,0.77,0.63,0.88,0.23,0.48,0.88,Food Explorer
C0401,37,Kolkata,Salt Lake,IT/Tech,10-20L,Thai,Healthy,Vegan,735.0,1,Dinner,0.71,0.27,0.93,0.54,0.53,0.65,0.35,0.81,Food Explorer
C0402,27,Ahmedabad,Navrangpura,Other,6-10L,Italian,Burgers,Vegetarian,451.0,5,Dinner,0.69,0.26,0.68,0.35,0.45,0.81,0.48,0.13,Health Conscious
C0403,30,Mumbai,Powai,Other,6-10L,Pizza,Biryani,No Preference,391.0,2,Late Night,0.66,0.69,0.92,0.88,0.45,0.52,0.61,0.48,Budget Explorer
C0404,41,Mumbai,Powai,Entrepreneur,<3L,Thai,Burgers,No Preference,191.0,9,Breakfast,0.32,0.43,0.94,0.8,0.22,0.72,0.48,0.89,Health Conscious
C0405,36,Hyderabad,Hitech City,Finance,10-20L,Thai,Italian,No Preference,786.0,9,Late Night,0.51,0.26,0.53,0.89,0.54,0.39,0.89,0.55,Food Explorer
C0406,23,Pune,Viman Nagar,Student,3-6L,Pizza,Italian,No Preference,438.0,4,Dinner,0.58,0.75,0.43,0.25,0.44,0.57,0.14,0.75,Food Explorer
C0407,37,Ahmedabad,Navrangpura,Marketing,6-10L,Italian,Biryani,No Preference,542.0,4,Breakfast,0.24,0.39,0.73,0.61,0.24,0.67,0.34,0.2,Food Explorer
C0408,19,Bengaluru,Indiranagar,IT/Tech,10-20L,Italian,Chinese,Vegetarian,840.0,6,Evening Snack,0.5,0.6,0.87,0.6,0.51,0.69,0.2,0.49,Food Explorer
C0409,19,Ahmedabad,Navrangpura,Healthcare,3-6L,North Indian,Biryani,No Preference,441.0,11,Lunch,0.36,0.19,0.57,0.61,0.87,0.14,0.35,0.59,Food Explorer
C0410,50,Mumbai,Bandra,Consulting,10-20L,South Indian,Chinese,Vegetarian,682.0,10,Lunch,0.48,0.85,0.85,0.65,0.38,0.68,0.69,0.13,Food Explorer
C0411,40,Ahmedabad,Navrangpura,Finance,<3L,Healthy,Pizza,No Preference,345.0,4,Dinner,0.4,0.89,0.45,0.27,0.53,0.81,0.78,0.52,Food Explorer
C0412,52,Chennai,Anna Nagar,Engineering,6-10L,Chinese,Italian,Vegetarian,447.0,4,Breakfast,0.22,0.25,0.36,0.38,0.67,0.22,0.48,0.89,Food Explorer
C0413,39,Chennai,Anna Nagar,Finance,6-10L,North Indian,South Indian,No Preference,577.0,8,Lunch,0.56,0.4,0.48,0.88,0.47,0.75,0.19,0.07,Health Conscious
C0414,45,Chennai,T Nagar,Student,3-6L,North Indian,Cafe,Vegetarian,280.0,6,Breakfast,0.43,0.88,0.38,0.34,0.16,0.18,0.21,0.56,Food Explorer
C0415,30,Ahmedabad,Navrangpura,Finance,6-10L,North Indian,South Indian,No Preference,388.0,9,Evening Snack,0.72,0.43,0.45,0.5,0.7,0.31,0.58,0.13,Food Explorer
C0416,18,Ahmedabad,Navrangpura,Engineering,3-6L,Biryani,Burgers,No Preference,279.0,4,Late Night,0.15,0.73,0.9,0.84,0.79,0.5,0.69,0.21,Budget Explorer
C0417,29,Mumbai,Lower Parel,Government,20L+,Thai,Biryani,Vegetarian,897.0,5,Dinner,0.22,0.94,0.42,0.19,0.25,0.75,0.7,0.52,Health Conscious
C0418,23,Mumbai,Powai,Government,6-10L,Thai,Pizza,Vegetarian,365.0,6,Evening Snack,0.56,0.82,0.49,0.43,0.89,0.46,0.83,0.81,Food Explorer
C0419,41,Chennai,T Nagar,Finance,<3L,Desserts,Italian,Vegetarian,354.0,7,Dinner,0.41,0.68,0.4,0.21,0.45,0.6,0.19,0.84,Food Explorer
C0420,22,Delhi,Connaught Place,Government,20L+,Burgers,Biryani,Vegetarian,985.0,5,Dinner,0.22,0.82,0.79,0.32,0.69,0.59,0.33,0.72,Convenience Seeker
C0421,40,Pune,Viman Nagar,Marketing,6-10L,Thai,Healthy,Vegetarian,367.0,7,Lunch,0.61,0.24,0.5,0.5,0.62,0.21,0.18,0.09,Food Explorer
C0422,49,Mumbai,Bandra,Student,20L+,Thai,Desserts,Vegetarian,1008.0,5,Lunch,0.33,0.65,0.81,0.63,0.54,0.52,0.5,0.3,Food Explorer
C0423,49,Chennai,T Nagar,Engineering,3-6L,Burgers,Maharashtrian,Vegetarian,475.0,4,Breakfast,0.74,0.85,0.42,0.46,0.79,0.48,0.13,0.2,Food Explorer
C0424,28,Bengaluru,Whitefield,Marketing,6-10L,Pizza,Italian,Vegetarian,371.0,6,Breakfast,0.49,0.54,0.68,0.53,0.5,0.58,0.23,0.1,Food Explorer
C0425,49,Bengaluru,Koramangala,Other,20L+,Maharashtrian,Cafe,No Preference,1119.0,7,Evening Snack,0.34,0.17,0.38,0.77,0.41,0.73,0.12,0.81,Health Conscious
C0426,42,Pune,Hinjewadi,IT/Tech,3-6L,Burgers,Italian,No Preference,481.0,8,Lunch,0.3,0.67,0.71,0.83,0.2,0.36,0.39,0.07,Food Explorer
C0427,20,Pune,Hinjewadi,Marketing,6-10L,Thai,Desserts,Vegetarian,477.0,7,Dinner,0.31,0.71,0.7,0.89,0.43,0.43,0.59,0.74,Food Explorer
C0428,31,Mumbai,Lower Parel,Government,6-10L,Desserts,Burgers,No Preference,496.0,4,Evening Snack,0.37,0.5,0.65,0.78,0.74,0.81,0.56,0.29,Food Explorer
C0429,37,Mumbai,Powai,Other,3-6L,Biryani,Desserts,Vegetarian,294.0,7,Breakfast,0.58,0.61,0.71,0.32,0.57,0.55,0.46,0.35,Food Explorer
C0430,37,Mumbai,Bandra,Engineering,10-20L,Thai,Cafe,Vegetarian,686.0,6,Lunch,0.4,0.35,0.66,0.64,0.56,0.85,0.63,0.49,Health Conscious
C0431,54,Delhi,Connaught Place,Marketing,3-6L,Cafe,Italian,No Preference,409.0,3,Late Night,0.64,0.83,0.89,0.85,0.69,0.15,0.27,0.44,Budget Explorer
C0432,27,Bengaluru,Indiranagar,Healthcare,10-20L,Thai,Burgers,High-Protein,677.0,4,Breakfast,0.53,0.83,0.51,0.33,0.27,0.68,0.3,0.25,Food Explorer
C0433,30,Delhi,Saket,Student,3-6L,Pizza,Healthy,Vegetarian,551.0,10,Dinner,0.4,0.87,0.47,0.32,0.17,0.77,0.34,0.52,Health Conscious
C0434,49,Mumbai,Powai,Student,<3L,Chinese,Thai,Vegetarian,270.0,6,Breakfast,0.69,0.48,0.57,0.63,0.22,0.9,0.72,0.17,Health Conscious
C0435,54,Mumbai,Lower Parel,Engineering,20L+,Healthy,Cafe,Jain,1015.0,9,Late Night,0.3,0.86,0.49,0.2,0.76,0.38,0.6,0.38,Food Explorer
